99997 99983
881755898 717466911 -671229849
-1024180815 755725544 -564332913
-143676300 871698054 -961819861
246787825 -30970596 -773124531
-116868260 287541406 717364205
1022167858 -251177577 569853736
1020860939 770689998 970673221
259779776 -963051318 690531758
-189012614 716778530 -86412725
-218922373 -457435134 85255903
-278795806 -895951097 54037667
-1007539950 51389837 -996869715
-72887911 823865205 -1041539107
-484157800 231853145 -732545236
801997762 -408869318 -681076733
54225907 163499782 753479203
784656615 -262369484 306268294
-172806401 -345937566 1030054970
-647701067 -551948966 692143279
70441219 599176592 -510356539
350260495 495585316 192172732
98197569 984691893 963806300
-480567708 -813982780 74225271
-257770747 -865914340 -641679258
-1031319589 153064427 694909928
447843301 -61582820 -638888702
-129057174 1036075561 -867471308
341314681 -118824887 -757137830
387990979 -505897697 777631590
-889125817 972905883 693924869
-135641040 768684296 -774250346
655291212 -84361261 625404908
-572797993 -827244351 17527294
-542286883 -297120400 889607769
11808648 609990581 -905260592
636751629 494813840 -361309478
991831249 449568536 -916907863
-405910238 -569730574 259145225
-480344024 57225172 315314477
-727576333 221098816 -313440641
-136643907 -168967678 -907009453
-616149764 -385965960 599718830
-341980203 -896129425 985523191
-335398256 647000299 -550740511
-715025450 481420264 -115858373
493767760 519223411 -587353364
617784048 996267683 -198950718
75208089 850065408 385269721
934434469 38624594 -1043410207
203506084 -856429652 -547685141
-161697423 -422703254 409206687
-942648264 460387424 1050766663
-425521633 -397863076 -445794413
-167711432 -1068056854 870058183
-763296923 -436325960 -663916731
50061824 834841941 -162597892
438199525 52829398 36957250
280454515 214979488 138530777
-566882121 114031794 756543626
-272987693 -17932230 -407187757
-1028640431 -999853395 877037069
-432281998 694564006 -663873081
268782879 -151219946 421846764
152171908 -44227243 683889961
-638807167 -88420124 -539211591
-98184374 -989811134 645937401
-919683822 -325179752 52620671
-725385516 -577663421 -738536111
-786930802 221840176 873401577
644665602 877782709 1052166257
-613331972 181439623 285221815
1003843613 665033328 -396460291
-869806161 773016106 362331427
593255172 340136737 1072452007
-27266204 158380621 -489138985
513086023 -852182821 -811095426
-827311273 -131810602 -362807114
381414164 -799846457 -572567790
-474843801 902271854 -1024342057
-1014896885 -596071578 647428191
-965447709 888981496 301158929
-415266250 663427811 -586514892
-138809458 -134694797 711271063
-59861106 402070948 -1059580078
-581754617 107126885 -378946554
-365236171 -236119565 -942194719
-62969454 930608323 821060340
-698930924 398035232 -570117024
-795356938 279910131 815698446
-679157960 -472852800 -19721857
876482067 -704905828 -586311610
-1014209688 -478963237 151986959
-341581740 -882314423 -79343818
305095106 968482673 -31884779
753748955 534930175 -910423788
680589590 -177252988 -695969596
469772835 744159869 -458232667
188041873 -978061849 -277131928
279661352 895179173 -201363435
-29610517 170714964 -278652885
188175917 140563757 876561676
91411110 -280071302 7873066
27615352 884629101 -81691017
-911527736 -361531440 257333308
-142761686 619748203 -340142334
-453454095 452457329 -881977105
815508954 -307267126 605792354
-931641145 734375970 -764193541
-668007309 -51056771 503346201
51988410 -153296083 -574240042
1036250531 212111790 -588384617
-20353614 999803197 -1067262143
485802359 241526918 -680179010
-113018364 8352755 801864613
-1028155228 -179931026 929643711
-176870859 -936254023 403910134
917819649 -981658031 -633601997
-268406355 1032992195 -940318763
292414205 -846855734 770235594
165158152 658863789 795876471
612025275 -15615755 -170888243
-219339626 380399979 -482991935
743583327 -289404998 468249989
362263428 579329211 -1007881173
682200674 -714487895 -142205701
-26484829 555497764 -848336355
-726763757 -276986061 157708308
-209679433 286529035 -340063531
-965659453 -776180523 311649827
1073266748 -453031752 -797472894
-503712155 278704757 -364091034
247251600 -406662716 341906978
-854630571 238446935 846973992
622246100 465116073 -661355259
-719967003 599356943 952781901
844210086 229397477 589375284
-440809468 -1054797963 -748446247
-265266347 -754521377 -1050897972
-597273165 -48022612 -591234504
1015652880 528742347 235209008
-394557567 -11941692 -1036920731
786053195 242895721 511776400
985121526 923576044 -516722083
177787373 69189201 400430592
-613546714 926640837 653990042
514547394 -105680173 345620458
762107572 278803631 -831799616
860925595 -595171119 863527080
358148256 655012555 -408894027
-830658920 -1070245470 658182836
311024175 -647750953 635466214
-201253275 204083045 73740433
981056543 622323173 778812825
-462489314 -455807688 151793242
-558523538 -944871266 -949935634
442819256 -638136689 535131143
10261625 554310523 -306662440
-491140454 -800129255 -901958890
565615932 720859101 -275871498
-500240741 879855550 -670230015
-241340917 347332333 -804410246
632792127 -578803957 -570323955
-413516721 1031369184 1063216821
962332517 438572382 -980042524
-49868437 44926966 -336061092
120395922 -336346182 138639021
559883734 -744683509 -824609194
-692005040 818370810 -240478706
390711018 -235994193 589229446
-935930209 103723223 1024740697
115152988 -535392175 137417093
-223294612 -638103048 961907339
63915813 357555868 1020037944
-944940751 -1020652835 -338331113
246302075 504626352 186729344
-848845849 811835453 -925747497
-755380336 -439545468 -1011417602
-455098532 995555383 13947362
-125363682 453535466 -621348672
-639017384 -226329925 -761919564
947743358 -552476160 682407391
86102034 -543265287 996799872
-219789293 -561117220 440056302
982517230 -472641712 86855158
-210343264 -274702409 114674986
587917496 -43030529 367565850
-342509847 -755870910 867727752
-193938940 68408878 -353974317
479776665 1030157674 -518496152
-748262630 -261937634 162584007
815785393 827677623 55106680
-662417074 1022193149 895038655
69215347 727660427 -661701485
805789986 -271454919 677069376
-609108690 -642071022 36129125
-718686557 -660975521 -935972940
305321617 733654355 -673697000
1066048233 -307198598 -968142087
805975696 -357194918 744022855
915498397 161543893 507981951
128940743 649782662 -105976834
990373561 -477930300 819502791
-816484976 -4857679 446299584
-193709195 -559523520 -152227229
706058025 927784940 -213947479
-265720142 -727324457 40544253
-1059812378 -483266690 1022610856
891939098 497540970 -929021763
754334304 603916147 561560418
-682573866 -469920442 -99641558
607068239 1028344396 938297832
219238844 844994928 335331434
335920963 -522256791 -988821743
665970009 83474150 743119449
287357982 579852718 106754187
-33562440 386808821 673009326
-265203877 402233088 -116532683
-613587572 -532656061 -894606536
821459028 256416099 567927825
-734719257 598442203 -776177870
-922878314 -119552364 354358464
149112549 84069181 -781143875
43090739 397419491 -332371205
-376561273 483048241 525054069
510364895 -1073343181 923951551
-75150700 -493857894 621982893
247714918 122994854 825256912
241050943 562418670 -865399609
830640969 827394485 673174366
-872578273 -153470607 -343091665
737060658 -386134188 583247566
-398198198 217911518 843734755
-228304573 521258737 783835779
-866082875 533130489 -1021653190
-558216944 215252539 1008525472
452139967 -1031403995 147793136
29015089 -1059047538 -158153824
-934939087 -187384483 712283538
-464687546 -5190634 53015235
-809592121 321908800 -71831894
889574610 55917939 -428724897
-636208603 515063391 -392228877
-106206563 482090717 -711207009
343135647 413060249 -658790538
366408599 983099351 493719011
-134619204 758626084 865322759
950266539 461996113 531232101
-818116337 -647337629 898113728
-325833494 -320462545 742717031
-322832798 -1067297956 -993974443
204608177 -282481241 833005012
-1070324694 -903129951 804776563
-71077780 -665456329 -95545093
-494266219 -772259872 647121956
202365611 -68977640 770390361
-967272193 810444226 -446643239
-988330337 -574077564 -651894373
-983937959 1034457466 479809664
264915412 -788287506 966647584
-287878100 -872946989 -115258733
734856036 -493191524 926106219
-476614530 87291018 859008212
873487780 472077453 -114017766
741633090 429952638 -1001581862
624067059 -256421722 1054353906
765717870 972075700 -640517535
-49489989 5917565 -677164111
-557479927 812450627 908050186
1008938471 -658364792 -949354684
-72431195 -661474489 -259873650
1036559683 -128650351 648256890
600993980 -37702437 465267818
802758639 686296131 -831232424
594185792 869069004 -177866447
-447568005 -816756901 378611153
712161303 281271207 425014323
634599459 -776408840 -141067044
-653499356 851384551 217593168
665160571 804501139 361122853
927762993 512109071 130238005
-8758746 452198532 -1045574116
-337704893 -688719198 -497036299
627162264 898261160 734210808
-239438332 898864035 -281687461
850133951 712593609 727930322
-665200256 47122355 904745780
194909440 246254416 -931038748
-34652819 -1035692055 774328030
-289143841 -600628319 -147828039
-471679577 -507302315 895667971
-153483396 -1032767032 580098171
-577331682 342944325 -1018917998
-99985801 -468462761 -581397114
-43071444 756923552 849930710
-829653965 -20806866 -81090103
896315529 -944691997 1037363023
613984145 -294887817 590642999
657013211 -249511191 329634713
-703990998 665901595 -889100020
102009596 976773853 -10002036
78841842 203065414 167830227
468701434 625178259 -918059620
-150010271 603362202 709450867
-835805166 102427780 -227316102
571744221 124543915 -7841374
599763425 95658923 -386957413
-939262238 41353131 -815343970
1061320686 894486403 239278830
635494797 -388131186 -505834266
390924073 154420825 908825342
-204155511 895589117 -290790513
-672205393 1017324468 -186766613
440415771 180189410 -245206826
1045363290 -485708947 879470385
-633937518 322494807 852738983
535651153 669760398 -961418985
716475284 1023446709 720839821
-919095339 360568095 584376123
163651355 -24649121 275700725
-44179318 -894877849 -850916258
856165191 -409827903 955483724
611621899 -646946977 937598333
-110737887 627119393 -221704459
-861159475 -38034974 306143685
1054878818 -987256779 -566140913
38858462 -25639671 -830933154
-387712918 -350532099 54727017
-383360467 466380322 -235203944
-1005655743 36115527 307247929
-272876810 1014364361 -239174908
345214732 564924702 296094391
859208341 618593428 164436406
-13470202 740982306 -393209868
-921282484 64120154 660170545
-716119476 -944019188 -184312408
506575636 -604427459 -999380404
710622405 -328607604 659870380
461307206 952900771 -372728853
520530581 -761819129 -111181371
-85297131 -717935892 472000579
-836888702 874290526 -719920172
-1038558515 1044057504 786563545
-506959750 -862429206 -914076147
931454104 682734835 -1039660904
1035990272 1067989170 -950765858
-450591485 -372463852 966069860
548234397 -297108848 58434568
-1064716191 -467757322 -68718282
247134393 -783649749 322083486
-741287030 -305545098 -897343231
419178980 412054116 312393614
-810508274 828633519 -321145211
200409339 365769187 491480412
-20991812 939906564 244178231
1038838605 717669076 -883566071
-924660623 117825441 914227962
-259085974 706609938 -364788536
-159039914 -487878585 -277030141
-571349734 397283496 -578508068
368063337 -551297782 328577911
-895496869 -1060565595 -212957921
-185033347 -446199409 16070673
-722394447 522218381 133690816
-341008522 -73726029 -626154328
-265787302 -669030486 614996432
-529734801 -473834036 714345119
445146218 -430585858 -1067550159
-250101368 -189139019 -429629946
22102735 68759396 287784058
-825999607 729367899 -58944810
-982512723 -517413269 -13194115
-807522007 531959107 184961978
532375967 640320787 -620130498
-295030018 -964108518 -953161639
533751441 -597298280 576584785
1008376398 -880055093 815360822
-573028273 417965244 -570449588
-618313518 -162624783 152066540
-324026253 718606841 -878666819
966003374 712517116 1035792847
992067799 822787951 483951470
993011559 -1058914845 941110602
366225986 -34051361 301128079
-571218511 908460482 205620081
-563993446 -866129171 635030113
-303283854 771976573 98001783
249392693 605317467 772954214
-586718396 909744566 176959893
713823949 1001513671 166303928
-400773438 879312653 844107441
424522662 -1009617224 -1021289232
438510738 -239274240 -131891589
-889832043 687250061 -484056854
-730315214 992701113 951369503
1068182022 585136242 -999727671
-387926692 -919454195 -414933473
188004512 28469289 -527238534
-843097496 564795979 194920824
-436200618 -255487055 -958218626
199809633 -354226051 763458401
-966517284 -296306502 854803887
1032487291 908045181 1013418729
526090687 370647176 -557399140
916039545 -211008760 352536795
1062249878 -809545433 747718470
455960989 1015912018 396975666
-486010752 -831289977 744361781
-776442044 464582626 89784966
412890967 -934614472 975114951
157368437 -642887589 550581778
620225446 -711679995 -908198016
-486241348 917815374 -617572479
105774487 -393532621 716025445
-689885447 -1012415489 -920402147
650926366 -502588767 -474936990
